"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред"
"2456.","1654","Државно","Рашки управни округ","Врњачка Бања","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","1","0","0","25","22","0","0","0","1","0","0","29","22","0","0","0","1","0","0","28","21","0","0","0","1","0","0","23","16","0","1","0"
"2457.","1654","Државно","Рашки управни округ","Врњачка Бања","Гимназија","Гимназија","Општи тип гимназије","4","Српски језик","2","0","0","43","21","0","0","0","2","0","0","46","28","0","0","0","2","0","0","49","27","0","0","0","2","0","0","47","35","0","0","0"
"2458.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Угоститељски техничар","4","Српски језик","1","0","0","29","15","0","0","0","1","0","0","27","15","0","0","0","1","0","0","26","19","0","0","0","1","0","0","25","17","0","0","0"
"2459.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Кулинарски техничар","4","Српски језик","2","0","0","58","24","0","1","0","2","0","0","60","19","0","0","0","2","0","0","56","19","0","0","0","1","0","0","29","12","0","0","0"
"2460.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Туристички техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","25","0","0","0"
"2461.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Конобар","3","Српски језик","1","0","0","30","10","0","0","0","1","0","0","30","15","0","0","0","1","0","0","22","12","0","0","0","0","0","0","0","0","0","0","0"
"2462.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Кувар","3","Српски језик","1","0","0","26","5","0","2","0","2","0","0","59","9","0","1","0","2","0","0","56","19","0","0","0","0","0","0","0","0","0","0","0"
"2463.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Посластичар","3","Српски језик","1","0","0","26","18","0","2","0","0","0","0","0","0","0","0","0","1","0","0","21","18","0","0","0","0","0","0","0","0","0","0","0"
"2464.","1655","Државно","Рашки управни округ","Врњачка Бања","Угоститељско-туристичка школа са домом ученика","Трговина, угоститељство и туризам","Туристичко-хотелијерски техничар","4","Српски језик","1","0","0","27","22","0","2","0","1","0","0","30","25","0","0","0","1","0","0","28","22","0","0","0","0","0","0","0","0","0","0","0"
"2465.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Природно - математички смер","4","Босански језик","2","0","0","60","40","0","0","0","1","0","0","30","17","0","0","0","2","0","0","53","30","0","0","0","1","0","0","23","15","0","0","0"
"2466.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Босански језик","2","0","0","60","48","0","0","0","2","0","0","60","47","0","0","0","2","0","0","57","43","0","0","0","2","0","0","66","48","0","0","0"
"2467.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Општи тип гимназије","4","Босански језик","1","0","0","30","15","0","0","0","2","0","0","59","35","0","0","0","1","0","0","33","15","0","0","0","2","0","0","56","28","0","0","0"
"2468.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Природно - математички смер","4","Српски језик","1","0","0","30","16","0","0","0","2","0","0","58","26","0","0","0","1","0","0","27","15","0","0","0","2","0","0","54","32","0","0","0"
"2469.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","2","0","0","60","47","0","0","0","2","0","0","60","44","0","0","0","2","0","0","63","40","0","0","0","2","0","0","62","48","0","0","0"
"2470.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Општи тип гимназије","4","Српски језик","2","0","0","60","39","0","0","0","1","0","0","29","24","0","0","0","2","0","0","63","38","0","0","0","1","0","0","35","16","0","0","0"
"2471.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Ученици са посебним способностима за рачунарство и информатику","4","Српски језик","1","0","0","20","4","0","0","0","1","0","0","20","6","0","0","0","1","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0"
"2472.","1656","Државно","Рашки управни округ","Нови Пазар - град","Гимназија","Гимназија","Ученици са посебним способностима за спорт","4","Српски језик","1","0","0","20","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2473.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Економски техничар","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","30","22","0","1","0","1","0","0","30","15","0","0","0","1","0","0","30","20","0","0","0"
"2474.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Правни техничар","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","20","0","0","0"
"2475.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Техничар обезбеђења","4","Босански језик","1","0","0","30","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2476.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Мушки фризер","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2477.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Женски фризер","3","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","0","0","0","0","0","0","0","0"
"2478.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Педикир и маникир","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2479.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Пословни администратор","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","29","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2480.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Фризер","3","Босански језик","1","0","0","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2481.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Службеник у банкарству и осигурању","4","Босански језик","1","0","0","30","22","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","18","0","0","0"
"2482.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Правно-пословни техничар","4","Босански језик","1","0","0","30","18","0","0","0","1","0","0","30","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2483.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Економски техничар (Нови ППНУ од 2019/20)","4","Босански језик","1","0","0","30","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2484.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Економски техничар","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","21","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","18","0","0","0"
"2485.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Правни техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","18","0","0","0"
"2486.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Техничар обезбеђења","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","12","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","0","0","0","0"
"2487.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Мушки фризер","3","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0"
"2488.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Женски фризер","3","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","25","0","0","0","1","0","0","30","15","0","0","0","0","0","0","0","0","0","0","0"
"2489.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Педикир и маникир","3","Српски језик","1","0","0","30","15","0","0","0","0","0","0","0","0","0","0","0","1","1","0","15","15","0","0","0","0","0","0","0","0","0","0","0"
"2490.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Пословни администратор","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","15","0","0","0","0","0","0","0","0","0","0","0"
"2491.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Финансијски администратор","4","Српски језик","1","0","0","30","20","0","0","0","1","0","0","30","19","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","19","0","0","0"
"2492.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Комерцијалиста","4","Српски језик","1","0","0","30","19","0","0","0","1","0","0","30","19","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","16","0","0","0"
"2493.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Службеник у банкарству и осигурању","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2494.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Остала делатност личних услуга","Женски фризер","3","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2495.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Правно-пословни техничар","4","Српски језик","1","0","0","30","21","0","0","0","1","0","0","30","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2496.","1657","Државно","Рашки управни округ","Нови Пазар - град","Економско-трговинска школа","Економија, право и администрација","Економски техничар (Нови ППНУ од 2019/20)","4","Српски језик","1","0","0","30","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2497.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Техничар моделар коже","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","23","12","0","0","0"
"2498.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Обућар","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2499.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Галантериста","3","Босански језик","0","0","0","0","0","0","0","0","1","1","0","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2500.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Геодезија и грађевинарство","Архитектонски техничар","4","Босански језик","1","0","0","30","3","0","0","0","1","0","0","30","12","0","0","0","1","0","0","28","3","0","0","0","1","0","0","26","3","0","0","0"
"2501.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Техничар дизајна одеће","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","21","19","0","0","0","1","0","0","24","18","0","0","0"
"2502.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Босански језик","1","0","0","27","22","0","0","0","1","0","0","27","23","0","0","0","1","0","0","27","22","0","0","0","1","0","0","17","12","0","0","0"
"2503.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Модни кројач (5/2017)","3","Босански језик","1","0","0","29","16","0","0","0","1","0","0","25","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2504.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Техничар моделар коже","4","Српски језик","1","0","0","28","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2505.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Обућар","3","Српски језик","1","0","0","34","3","0","0","0","1","0","0","23","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2506.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Култура, уметност и јавно информисање","Техничар дизајна графике","4","Српски језик","1","0","0","20","11","0","0","0","1","0","0","14","8","0","0","0","1","0","0","11","8","0","0","0","1","0","0","10","8","0","0","0"
"2507.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Геодезија и грађевинарство","Архитектонски техничар","4","Српски језик","1","0","0","29","9","0","0","0","1","0","0","30","8","0","0","0","1","0","0","28","6","0","0","0","1","0","0","27","4","0","0","0"
"2508.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Техничар дизајна одеће","4","Српски језик","1","0","0","27","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2509.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","29","28","0","0","0","1","0","0","27","23","0","0","0","1","0","0","19","16","0","0","0"
"2510.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Конфекцијски шивач","3","Српски језик","1","0","1","4","0","0","0","0","1","0","1","9","3","9","0","0","1","0","1","5","3","5","0","0","0","0","0","0","0","0","0","0"
"2511.","1658","Државно","Рашки управни округ","Нови Пазар - град","Школа за дизајн текстила и коже","Текстилство и кожарство","Модни кројач (5/2017)","3","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","25","12","0","0","0","0","0","0","0","0","0","0","0"
"2512.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","24","9","0","0","0","1","0","0","12","0","0","0","0","1","0","0","16","1","0","0","0"
"2513.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар за термичке и расхладне уређаје","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","12","0","0","0","0","1","0","0","19","0","0","0","0"
"2514.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електромеханичар за термичке и расхладне уређаје","3","Босански језик","0","0","0","0","0","0","0","0","1","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2515.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Босански језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","10","0","0","0"
"2516.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Машински техничар моторних возила","4","Босански језик","1","0","0","30","2","0","0","0","1","0","0","25","1","0","0","0","1","0","0","18","1","0","0","0","0","0","0","0","0","0","0","0"
"2517.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Администратор рачунарских мрежа","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","22","6","0","0","0","1","0","0","13","1","0","0","0","1","0","0","20","2","0","0","0"
"2518.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Возач моторних возила (Нови ППНУ од 2018/19.)","3","Босански језик","1","0","0","30","3","0","0","0","1","0","0","29","1","0","0","0","1","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0"
"2519.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Техничар друмског саобраћаја (Нови ППНУ од 2018/19.)","4","Босански језик","1","0","0","30","6","0","0","0","1","0","0","30","0","0","0","0","1","0","0","30","8","0","0","0","0","0","0","0","0","0","0","0"
"2520.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар информационих технологија (Нови ППНУ од 2020/21)","4","Босански језик","1","0","0","30","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2521.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","4","0","0","0"
"2522.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Аутомеханичар","3","Српски језик","1","0","0","28","0","0","0","0","1","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2523.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар енергетике","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","19","0","0","0","0"
"2524.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електроинсталатер","3","Српски језик","1","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0"
"2525.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Техничар друмског саобраћаја","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","7","0","0","0"
"2526.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Администратор рачунарских мрежа","4","Српски језик","1","0","0","30","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2527.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Механичар моторних возила","3","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0"
"2528.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар информационих технологија","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","24","0","0","0","0","1","0","0","25","0","0","0","0"
"2529.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање (CNC) машина","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","24","3","0","0","0","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"2530.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Возач моторних возила (Нови ППНУ од 2018/19.)","3","Српски језик","1","0","0","30","4","0","0","0","1","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2531.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Саобраћај","Техничар друмског саобраћаја (Нови ППНУ од 2018/19.)","4","Српски језик","1","0","0","30","10","0","0","0","1","0","0","30","5","0","0","0","1","0","0","30","8","0","0","0","0","0","0","0","0","0","0","0"
"2532.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар енергетике (Нови ППНУ од 2018/19)","4","Српски језик","1","0","0","30","3","0","0","0","1","0","0","24","0","0","0","0","1","0","0","20","3","0","0","0","0","0","0","0","0","0","0","0"
"2533.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Машинство и обрада метала","Техничар за компјутерско управљање (CNC) машина (Нови ППНУ од 2020/21)","4","Српски језик","1","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2534.","1659","Државно","Рашки управни округ","Нови Пазар - град","Техничка школа","Електротехника","Електротехничар информационих технологија (Нови ППНУ од 2020/21)","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","30","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2535.","1660","Државно","Рашки управни округ","Рашка","Гимназија","Гимназија","Природно - математички смер","4","Српски језик","2","0","0","58","35","0","0","0","2","0","0","34","21","0","0","0","2","0","0","54","36","0","0","0","2","0","0","45","18","0","0","0"
"2536.","1660","Државно","Рашки управни округ","Рашка","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","1","0","0","18","16","0","0","0","1","0","0","24","18","0","0","0","1","0","0","25","10","0","0","0","2","0","0","33","22","0","0","0"
"2537.","1660","Државно","Рашки управни округ","Рашка","Гимназија","Гимназија","Ученици са посебним способностима за рачунарство и информатику","4","Српски језик","1","0","0","17","3","0","0","0","1","0","0","18","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2538.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Машинство и обрада метала","Техничар машинске енергетике","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","20","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2539.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Машинство и обрада метала","Машински техничар за компјутерско конструисање","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","16","3","0","0","0"
"2540.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Машинство и обрада метала","Аутомеханичар","3","Српски језик","1","0","0","14","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","9","0","0","1","0","0","0","0","0","0","0","0","0"
"2541.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Туристички техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","8","0","0","0"
"2542.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Конобар","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","13","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2543.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Кувар","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","11","1","0","2","0","1","0","0","20","6","0","2","0","0","0","0","0","0","0","0","0"
"2544.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Економија, право и администрација","Економски техничар","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","30","20","0","0","0","1","0","0","26","16","0","0","0"
"2545.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Машинство и обрада метала","Бравар (ученици са сметњама у развоју - лако ментално ометени у развоју)","3","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2546.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Туристичко-хотелијерски техничар","4","Српски језик","1","0","0","26","7","0","2","0","1","0","0","25","17","0","1","0","1","0","0","30","20","0","0","0","0","0","0","0","0","0","0","0"
"2547.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Економија, право и администрација","Економски техничар (Нови ППНУ од 2019/20)","4","Српски језик","1","0","0","31","16","0","0","0","1","0","0","26","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2548.","1661","Државно","Рашки управни округ","Рашка","Средња школа Краљица Јелена","Трговина, угоститељство и туризам","Кувар (Нови ППНУ од 2020/21)","3","Српски језик","1","0","0","23","14","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2549.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Природно - математички смер","4","Босански језик","1","0","0","28","12","0","0","0","1","0","0","28","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2550.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Босански језик","1","0","0","30","16","0","0","0","1","0","0","28","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2551.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Општи тип гимназије","4","Босански језик","1","0","0","30","23","0","0","0","1","0","0","30","15","0","0","0","4","0","0","93","47","0","0","0","3","0","0","85","50","0","0","0"
"2552.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Друштвено - језички смер гимназије","4","Српски језик","1","0","0","30","17","0","0","0","1","0","0","29","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2553.","1662","Државно","Рашки управни округ","Тутин","Гимназија","Гимназија","Општи тип гимназије","4","Српски језик","1","0","0","30","20","0","0","0","1","0","0","30","20","0","0","0","1","0","0","30","15","0","0","0","1","0","0","30","20","0","0","0"
